episode,ep_reward,pre_mean_slo_miss,post_mean_slo_miss,llm_calls,llm_init_latency_ms
36,-661.2320102176682,0.00992381440499565,0.010551881625924641,8.0,5456.820417006384
37,-672.7830480036301,0.011223052296717478,0.010761525796854235,8.0,8173.028375007561
38,-1238.4360229324695,0.10039786847085942,0.010331502453912953,8.0,6090.950124998926
39,-662.1167255127383,0.010189806587394701,0.010317844484495608,8.0,6567.490250003175
40,-1298.9123702317343,0.10833924619911488,0.010345776868175253,8.0,7925.560792005854
41,-662.5613574113149,0.011148182725906034,0.009919932265312181,8.0,6269.434959001956
42,-1851.0282470351185,0.19390091043132146,0.010413209244615683,8.0,7429.675874998793
43,-1209.9689316930585,0.09376601247587069,0.01095221898045031,8.0,5698.4557090036105
44,-671.2622981668386,0.012320058557076928,0.009805768692828834,8.0,7641.553125009523
45,-668.1970333779864,0.010858188225554762,0.010439706909829677,8.0,6150.166040999466
46,-5725.737241086915,0.7980382747244615,0.009840564212662885,8.0,5993.102124994039
47,-6218.356550722814,0.873865222350219,0.009760512944663728,8.0,5445.688166000764
48,-686.9463325087481,0.012977411145312708,0.010865675016815488,8.0,5444.876082998235
49,-2235.4993418084264,0.2544885101292626,0.010559866072614395,8.0,6334.205834005843
50,-659.4773522161682,0.010011476598093016,0.010001571165480996,8.0,5476.940416003345
51,-889.4717220465706,0.04463997923775472,0.01076230606165467,8.0,5526.642625001841
52,-1112.3069101166016,0.07942029746145268,0.009993858956306924,8.0,5621.8192919914145
53,-732.0403919380911,0.0206550812969121,0.009727282407433903,8.0,5567.242584002088
54,-1318.8083746982663,0.11152381645319652,0.010630831122276056,8.0,5589.863166998839
55,-674.0483571769254,0.01165414273458387,0.010479814273146133,8.0,5558.566499996232
56,-709.3801939591741,0.016996420073848276,0.010591007585998973,8.0,5671.70858400641
57,-1089.2510719852373,0.0759753663799183,0.009839171385831876,8.0,5750.687958003255
58,-1090.668419652293,0.07564590944168864,0.009775236743680513,8.0,5573.655333006172
59,-701.1599578777976,0.01593159308448915,0.010122063733935,8.0,5847.654665994924
60,-782.4640507926325,0.028449023742243878,0.010119107980594462,8.0,5553.155334011535
61,-690.5677023195907,0.015329376120800002,0.009826070481370155,8.0,5565.58287498774
62,-1021.7744271034021,0.06523792503097567,0.010062166249561126,8.0,5554.930291997152
63,-1858.110217902032,0.19492392440598227,0.010866758895383844,8.0,5558.132540987572
64,-710.0627507832045,0.01787907866503498,0.010075050563363063,8.0,6091.145124999457
65,-983.222282010074,0.06007321582202258,0.00966063835222631,8.0,6598.912208995898
66,-674.4112758232781,0.01158349512359531,0.009803781412731156,8.0,5555.7822920090985
67,-1112.267893056019,0.0802084862258818,0.009346247884521082,8.0,5532.126791003975
68,-687.927141317921,0.013837792202850132,0.01038817512130188,8.0,5566.906000007293
69,-686.2680959467793,0.01218023015634364,0.010877216243510106,8.0,5588.506125001004
70,-714.4192563778652,0.01857364358015535,0.009551440723331616,8.0,5547.8864589968
71,-1324.1649475444235,0.11267221777862947,0.009682427709749414,8.0,5588.072667000233
72,-1020.6856057416984,0.0644215483281969,0.010889330499851633,8.0,5356.584916997235
73,-997.8410911875396,0.060848513193034345,0.011059922601025068,8.0,5414.639915994485
74,-1335.4722034097365,0.11326872517820857,0.010393472789627966,8.0,5328.799082999467
75,-833.6527529953211,0.03708098531963358,0.009766935855070777,8.0,5396.594375008135
76,-788.8141963415269,0.029316350690591308,0.010386703940782924,8.0,5375.811374993646
77,-938.2004090160731,0.052375203325685966,0.010071179129966468,8.0,5498.029334004968
78,-1044.2679738438574,0.06923656231167792,0.009683813502534258,8.0,5396.698541997466
79,-681.7323232072764,0.012040560827291227,0.0106932371293617,8.0,5367.963875003625
80,-717.9256057077738,0.01920431100404592,0.009684184625406248,8.0,6474.635166014195
81,-1249.862799791538,0.10110418082012837,0.009976211594536119,8.0,7521.402667000075
82,-663.1421523918376,0.010042271665342726,0.009534995282014744,8.0,5441.278124999371
83,-669.3508021110963,0.011113378336538473,0.00974173358200367,8.0,5385.062209010357
84,-665.8709540907072,0.00992381440499565,0.010149732189017612,8.0,5399.266749998787
85,-1383.717016848822,0.12209488000732105,0.009947249743474702,8.0,5432.496416004142
86,-988.4820676139217,0.06060826139646191,0.009576645294831189,8.0,5423.40845799481
87,-808.2264855876555,0.03252889368943358,0.00982336165481374,8.0,5455.045124996104
88,-753.3164434858246,0.02198085416004558,0.011440780619175488,8.0,5393.259750009747
89,-688.6942439219358,0.013090867960885398,0.010781617269193133,8.0,5407.21666700847
90,-679.8400969311298,0.012329607411493214,0.010121686566223463,8.0,5422.608209002647
91,-779.0846795003163,0.028221720349786893,0.00955293077555301,8.0,5368.665041998611
92,-829.5566058076022,0.03438933919309256,0.01074046835202363,8.0,5666.954416999943
93,-698.1921874553547,0.015513854805517478,0.01018594735440675,8.0,5367.586165986722
94,-989.6364157184082,0.05634816768567674,0.013103561896707918,8.0,5354.4977499987
95,-1156.0358030285986,0.0844296656270993,0.010849049355947644,8.0,5477.085500009707
96,-1418.288347838489,0.127288082566462,0.0094242289463033,8.0,5484.621250012424
97,-1547.3106878583583,0.14699644126438174,0.00972521643722976,8.0,5414.688749995548
98,-1158.2890367507348,0.0849489439661991,0.010722638351564527,8.0,5407.220667009824
99,-1047.0195886872916,0.06973074803377567,0.009665877728737237,8.0,5382.759290994727
100,-1358.027913418557,0.11683310521423954,0.009732834181519429,8.0,5381.849375000456
101,-1453.9649801992668,0.13280479978242352,0.010044088894826862,8.0,5432.262875008746
102,-958.4127069606243,0.055098483897032674,0.010265184890403466,8.0,5401.935833011521
103,-1207.5329808815436,0.09443707868269026,0.009718590567568809,8.0,5380.516999997781
104,-678.933632424522,0.011701928023776452,0.01028012503865692,8.0,5369.497374995262
105,-664.85337643174,0.010450440926925772,0.010057869717091912,8.0,5336.065958996187
106,-1387.3963416715246,0.12163181888872626,0.010330140964645875,8.0,5475.657166010933
107,-665.343661833437,0.010292178969343122,0.009620955216646838,8.0,6166.645749995951
108,-663.5148458353514,0.010060501810403634,0.009698695436968637,8.0,5378.0283340020105
109,-1136.7087592160588,0.08312779589513392,0.009493071831663777,8.0,5397.8677919949405
110,-937.2268598794941,0.05136075287953881,0.010185855805721398,8.0,5388.924957995187
111,-699.7303627240184,0.00992381440499565,0.014990850087826186,8.0,5393.070666992571
112,-1005.9570568572749,0.06079253544898431,0.01119865932689947,8.0,5415.946166991489
113,-1124.059846693193,0.08190357233640362,0.009433161663617302,8.0,5378.777167003136
114,-668.8912194974256,0.010031227707026635,0.010093981015131278,8.0,5385.290624995832
115,-791.6251162632544,0.028957982654784456,0.01044302304503165,8.0,5404.09058300429
116,-712.0777931284564,0.017297750220530553,0.009942693313142958,8.0,5377.216042004875
117,-670.9677210862394,0.010292178969343122,0.010481119075594814,8.0,5398.670709008002
118,-669.8283987369385,0.010538073240564223,0.009881344303896767,8.0,5384.137458007899
119,-955.8888199456032,0.05539563172162044,0.010026732404467407,8.0,5396.942167004454
120,-666.0899614192626,0.010292178969343122,0.0098502710124506,8.0,5378.546375010046
